ra,turma
11201920242,NBBHO1335-15SB
11201920242,NBBHO1101-15SB
11201920242,NBBHO0001-15SB
11201920242,NBBHP0202-15SB
21004312,NA2ESTO013-17SB
11014915,NAESTS012-17SB
11014915,NAESZS030-17SB
11014915,DAESTI002-17SA
11014915,NAESTS007-17SB
11014915,DA2NHI5011-13SA
11065716,NB1MCTB001-17SA
11065716,NB2ESTO013-17SA
11065716,DS8BCJ0204-15SA
11008212,NB1MCTB001-17SA
21075315,NA2ESTO013-17SB
21075315,NB1BCN0402-15SA
21028016,NB1BIS0003-15SB
21028016,DAESZC020-17SB
21028016,DAESHC020-17SB
11201810451,DAESHC002-17SB
11201810451,DAESHC028-17SB
11201810451,DB2BCN0402-15SB
11201810451,DAESHC020-17SB
11201810451,DAESTO012-17SB
11201721798,NA4BCJ0204-15SB
11201721798,NA2BCN0402-15SB
11201721798,NA2BCN0404-15SB
21000410,NA3BCL0308-15SB
21000410,NA1BCM0506-15SB
21000410,DA2BCN0404-15SB
21000410,DAMCTC002-15SB
21000410,NA1BCN0405-15SB
11201810194,DB1BIS0003-15SA
11201810194,NA5BCL0308-15SA
11201810194,DCNHZ5020-15SA
11201810194,NA1ESTO013-17SA
11201810194,NB1BCK0103-15SA
21032615,NAMCZC010-15SB
21032615,NAESZG013-17SB
21032615,DANHI2049-13SA
21032615,NANHT1058-15SB
11000514,NA2MCTB001-17SA
11000514,NAMCZB018-13SA
11000514,NAESTI005-17SA
11094414,NAESZA018-17SA
11094414,DAESTA016-17SA
11094414,NAESTO015-17SA
11094414,DAESTA020-17SA
11094414,DAESTA008-17SA
11094414,NAESTA022-17SA
21044416,NAESTO903-17SB
21044416,NANHH2016-13SB
21044416,DAESZB021-17SB
21044416,DBESTG017-17SB
21044416,DAESZG007-17SB
21060713,NAESTS016-17SB
21060713,DAESTS004-17SB
21060713,DAESTS001-17SB
21060713,NA1ESTS010-17SB
21060713,NAESTS008-17SB
11064714,NB1ESTO013-17SA
11064714,NA3BCK0103-15SA
11064714,NA1BIN0406-15SA
11064714,NA1BCN0405-15SA
21027016,NB2MCTB001-17SA
21027016,NB1BCN0405-15SA
21027016,NA2ESTO012-17SB
21047612,NAESZA006-17SA
21013214,DBESTO012-17SB
21013214,DAESTS010-17SB
21013214,DA1ESTI003-17SB
11201721475,NA3MCTA002-17SA
11201721475,NAMCTA004-17SA
11201721475,NA2MCTA028-15SA
11023516,DA1BIQ0602-15SA
11023516,DANHZ3026-15SA
11023516,DANHZ5014-15SA
21007116,NA2ESTA011-17SA
21007116,DAESTG006-17SB
21007116,DAESTG007-17SB
21007116,DAESTG009-17SB
21007116,NAESZP022-13SB
21007116,DAESZG037-17SB
21007116,DAESTG010-17SB
21007116,NBNHI2049-13SA
11067014,NB1ESTA002-17SA
11067014,NA1ESTO013-17SA
11067014,NBNHI2049-13SA
11067014,NA2NHT5013-15SA
21085914,NAESHC030-17SB
21085914,NAESZC020-17SB
21085914,NAESHC028-17SB
21085914,DAESHC032-17SB
21085914,NAESHC031-17SB
21085914,NAESHC039-17SB
21012415,NAESZS030-17SB
21012415,NAESHC002-17SB
21012415,NAESTO903-17SB
21012415,NAESZG021-17SB
21012415,NB2ESTO012-17SB
11034413,NA2ESTU026-17SA
11034413,NB2ESTO902-17SA
11034413,NAESTO016-17SA
11034413,NAESTU029-17SA
11034413,NAESTU037-17SA
11201920473,DA3BCL0306-15SA
11201920473,DA8BCJ0204-15SA
11201920473,DA3BCN0402-15SA
11201920473,DA1BCN0404-15SA
11201920473,DA2BCM0504-15SA
11201812309,NA1BIS0003-15SB
11201812309,NA1BIR0603-15SB
11201812309,NABHQ0002-15SB
11201812309,NA1BIN0406-15SB
11076015,NB4BCL0308-15SA
11076015,NA3BCJ0204-15SA
11076015,NA3BCN0402-15SA
11076015,DA1BIN0406-15SA
11034415,NA2MCTA037-17SA
11034415,NB1BIR0004-15SA
11034415,NBESTO016-17SA
11034415,NS6BCJ0204-15SA
11034415,NA2NHI5011-13SA
11201922313,DB1BCL0306-15SA
11201922313,DS5BCJ0204-15SA
11201922313,DI1BCN0402-15SA
11201922313,DB2BCN0404-15SA
11201922313,DB3BCM0504-15SA
21074014,NAMCZC004-15SB
21074014,NANHT1068-15SA
21074014,DANHT1057-15SA
21074014,DANHT1060-15SA
11046115,NAESTB007-17SB
11046115,DFESTO903-17SB
11046115,NA1ESTB022-17SB
11046115,DAESZB026-17SB
11201721974,DAMCTB009-17SA
11201721974,NA2ESTA002-17SB
11201721974,NB3BCJ0204-15SB
11201721974,NBESTO012-17SB
11201721974,NAESTE022-17SA
21036711,NA1NHT1053-15SA
21036711,NANHT1030-15SA
21036711,NANHT1048-15SA
11072413,NA1BCL0308-15SB
11072413,NA1BCK0103-15SB
11072413,NAESHT019-17SB
11201810171,DBMCTB001-17SA
11201810171,DA1BIR0004-15SA
11201810171,DA2BCL0308-15SA
11201810171,DANHZ5020-15SA
11201810171,DA2BCK0103-15SA
21073215,NA2MCTA002-17SA
21073215,NAMCTA004-17SA
21073215,NA5MCTA037-17SA
21073215,NS6BCJ0204-15SA
21073215,NA2MCTA027-17SA
11201721568,DAESTS001-17SB
11201721568,NB2ESTO013-17SA
11201721568,DA1BIQ0602-15SB
11201721568,DANHT3012-15SA
11201721568,DA1ESTI003-17SB
11201720782,NAESZR002-13SB
11201720782,NAESHR004-13SB
11201720782,NAESHR008-13SB
11201720782,NAESHR025-14SB
11201720782,NAESHR017-13SB
11061715,NA1ESTO013-17SA
11061715,NAESTE035-17SA
11061715,NAESTE015-17SA
11061715,NAESTE022-17SA
11201922379,DBBIS0003-15SB
11201922379,DABHO1335-15SB
11201922379,DABHO1101-15SB
11201922379,DABHO0001-15SB
11201922379,DABHP0202-15SB
11018915,NA2ESTU026-17SA
11018915,NA4ESTO004-17SB
11018915,DAESZU018-17SA
13201723211,NA1BCM0506-15SB
13201723211,NB1ESTO013-17SA
13201723211,NCESTO903-17SB
13201723211,NB1BCN0404-15SB
11094013,NB1MCTB001-17SA
11094013,DDESTO012-17SA
11094013,NA1MCTA017-17SA
11094013,NAMCZA049-17SA
11201921308,DA3BCL0306-15SA
11201921308,DA7BCJ0204-15SA
11201921308,DA3BCN0402-15SA
11201921308,DA2BCN0404-15SA
11201921308,DA1BCM0504-15SA
21045416,NA1BCM0506-15SA
21045416,NA1BIK0102-15SA
21045416,NB3BCN0404-15SA
11201722337,NANHH2009-13SB
11201722337,DANHH2028-13SB
11201722337,DANHH2032-13SB
11201722337,NANHZ2037-11SB
11201722337,DANHZ2071-11SB
11201722337,DANHH2072-13SB
11201921709,DB1BCL0306-15SB
11201921709,DB2BCN0402-15SB
11201921709,DB1BCN0404-15SB
11201921709,DB1BCM0504-15SB
11201932556,NA1BIS0005-15SA
11201932556,NB2BCL0306-15SA
11201932556,NA1BIL0304-15SA
11201932556,NA1BCJ0204-15SA
11201722540,NA1BIR0004-15SA
11201722540,NB1BIR0603-15SA
11201722540,NB1BCM0504-15SA
11060512,NAMCZA019-17SA
21065215,DANHH2009-13SB
21065215,NAESHR007-14SB
21065215,NAESZP022-13SB
21065215,DANHH2041-13SB
21065215,NANHZ2097-16SB
21065215,DANHI5011-13SB
21065215,DANHH2065-13SB
11201722410,NB1MCTB001-17SA
11201722410,NAESTA018-17SA
11201722410,NAESHT007-17SA
11201722410,NA1NHI5011-13SA
11104316,DAMCTB001-17SB
11104316,DA1ESTA002-17SB
11104316,DA1ESTB018-17SB
11104316,DAESTO016-17SB
11104316,DAESZB021-17SB
11201812370,NABHQ0002-15SB
11201812370,NABHO1335-15SB
11201812370,NA1BIN0406-15SB
11201812370,NABHQ0301-15SB
21018915,NAESTE028-17SA
21018915,NA2ESTO902-17SA
11201921640,DB2BIR0004-15SA
11201921503,DA3BCL0306-15SA
11201921503,DA9BCJ0204-15SA
11201921503,DA3BCN0402-15SA
11201921503,DA1BCN0404-15SA
11201921503,DA2BCM0504-15SA
11201810069,NA2MCTB001-17SA
11201810069,NB1BCL0308-15SA
11201810069,NB1BIQ0602-15SA
11201810069,NB1BCK0103-15SA
11201920452,NB1BCL0306-15SA
11201920452,NB5BCJ0204-15SA
11201920452,NB3BCN0402-15SA
11201920452,NB1BCN0404-15SA
11201920452,NB2BCM0504-15SA
21079615,NA1MCTA002-17SA
21079615,NA5MCTA037-17SA
21079615,NA1MCTA008-17SA
21079615,NA2MCTA014-15SA
11201720866,DA2MCTA037-17SA
11201720866,NB2BIR0004-15SA
11201720866,NA1MCTA008-17SA
11201720866,NA2MCTA014-15SA
11201720866,NB2MCTA028-15SA
11017014,DAMCTB009-17SA
11017014,DA2MCTA008-17SA
11017014,DA1MCTA017-17SA
11058812,NA1BIK0102-15SA
11058812,NA3BCN0404-15SA
11058812,NB1BIN0406-15SA
11201920606,NB3BCL0306-15SA
11201920606,NB2BCJ0204-15SA
11201920606,NB2BCN0402-15SA
11201920606,NB4BCN0404-15SA
11201920606,NB1BCM0504-15SA
11201922342,DAMCTA004-17SA
11201922342,DA1BCL0306-15SA
11201922342,DA3BCN0402-15SA
11201922342,DA2BCM0504-15SA
11201922342,DA1MCTA028-15SA
11201722797,NA2MCTB001-17SA
11201722797,NB2BCL0308-15SA
11201722797,DDESTO902-17SA
11201722797,DBESTO012-17SB
11009715,NAMCZB036-17SA
11009715,DBMCTC002-15SA
11009715,DBNHI2049-13SA
11009715,DB1MCTA028-15SA
11101211,DC2NHZ3086-15SA
11060613,NAESTU023-17SA
11060613,NB3ESTO902-17SA
11060613,NA2ESTO016-17SB
11060613,NAESTU029-17SA
11060613,NBESTO008-17SA
11201723062,NA4BCL0308-15SA
11201723062,NBNHI2049-13SA
11201723062,NB4MCTA028-15SA
11116116,NAMCTB001-17SB
11116116,NAMCTB009-17SB
11116116,NA1BCK0103-15SB
11110316,NA1ESTA002-17SA
11110316,NB9BCJ0204-15SA
11110316,NB3BCN0402-15SA
11004516,NAESTS001-17SB
11004516,NAESTS007-17SB
11004516,NAESTB030-17SB
11004516,NA1ESTI003-17SB
21060113,NB2MCTB001-17SA
21060113,NANHI5015-15SA
21060113,NBESTO008-17SA
21033513,DANHT1057-15SA
21033513,NA1BCN0405-15SA
11201720924,NA1BIR0603-15SA
11201720924,NA1ESTO013-17SA
11201720924,NA1BCN0402-15SA
11201720924,NA1BIN0406-15SA
11201720924,NB1BCN0405-15SA
11201720924,DC1MCTA028-15SA
11114816,DA2BIS0005-15SA
11114816,NA2BIS0003-15SA
11114816,NA1BCM0506-15SA
11114816,NA1ESTO013-17SA
21049916,NB1ESTA002-17SA
21049916,NB2ESTO013-17SA
21049916,NAESTI005-17SA
21049916,DBESTI013-17SA
21049916,NA4ESTI003-17SA
11062009,DAESTG010-17SB
11201920809,DB1BCL0306-15SA
11201920809,DB7BCJ0204-15SA
11201920809,DB4BCN0402-15SA
11201920809,DB3BCN0404-15SA
11201920809,DB1BCM0504-15SA
11201722478,NA1NHT1053-15SA
11201722478,NA1BIR0603-15SA
11201722478,DANHT4051-15SA
11201721196,DA1ESHC035-17SB
11201721196,DAESHC008-17SB
11201721196,DAESHC032-17SB
11201721196,DAESHC026-17SB
11201721353,NB1BIQ0602-15SA
11201721353,NB2BCN0402-15SA
11201721353,NANHI2049-13SA
11201720266,NB1BIS0003-15SB
11201720266,NAESHR025-14SB
11201720266,NAESHR017-13SB
11201720266,NAESHT023-17SB
11201811621,DB1BCL0308-15SA
11201811621,DA3ESTO001-17SA
11201811621,DB2BIQ0602-15SA
11201811621,DB2BCK0103-15SA
11201811621,DB2ESTO006-17SA
21021216,NAESHC030-17SB
21021216,NAESHC034-17SB
21021216,NAESZC020-17SB
21021216,NAESHC014-17SB
21021216,NAESHC039-17SB
11201722966,DS1BIK0102-15SA
11201722966,NB1BIQ0602-15SA
11201722966,DS5BCJ0204-15SA
11201722966,DA4BCN0404-15SA
11201722966,NA1BCM0505-15SA
11201811072,NAESZP045-13SB
11201811072,NA1ESTO013-17SB
11201811072,NB2BCN0402-15SB
11201811072,DA1BIN0406-15SA
11201811072,NAESHR018-13SB
11034614,NB2ESTO013-17SA
11034614,NAESHT007-17SA
11034614,NA1ESTU007-17SA
11034614,NAESZU020-17SA
11058516,NANHT1068-15SA
11058516,DANHT1030-15SA
11058516,NANHT1056-15SA
11058516,NANHT1084-16SA
11058516,DANHT1064-15SA
11110915,DA2MCTA037-17SA
11110915,DANHI2049-13SA
11110915,DA1MCTA028-15SA
11201922257,DCBIS0003-15SB
11201922257,DBBHO1335-15SB
11201922257,DBBHO1101-15SB
11201922257,DBBHO0001-15SB
11201922257,DBBHP0202-15SB
11201810924,NAESHR022-14SB
11201810924,DCBIS0005-15SB
11201810924,NAESZR002-13SB
11201810924,NAESHR006-13SB
11201810924,NAESHR008-13SB
11201810924,NAESHR011-13SB
21072616,DA1BIS0003-15SB
21072616,NA1ESHC035-17SB
21072616,NAESHC008-17SB
21072616,DAESZC020-17SB
21072616,NAESHC032-17SB
21072616,NAESHC031-17SB
21072616,NAESHC026-17SB
11201921361,DA3BCJ0204-15SB
11201921361,DA2BCN0402-15SB
11201921361,DA2BCN0404-15SB
11201921361,DA1BCM0504-15SB
21011414,DAESHP013-13SB
21004210,NA1ESTB002-17SB
21004210,NAESTB007-17SB
21004210,NA1ESTB022-17SB
21061616,DA1BIS0005-15SA
21061616,DA4BCN0404-15SA
21061616,DANHZ1037-15SA
21061616,DANHT1048-15SA
21020815,NA1ESTB022-17SB
21020815,NA3ESTO004-17SB
21020815,NAMCTC022-15SB
21052714,NAESTE035-17SA
21052714,NAESTE028-17SA
11201720820,NA1MCTB001-17SA
11201720820,NAESTM004-17SA
11201720820,NA2ESTO013-17SA
11201720820,DB2ESTO903-17SA
11201720820,DAESTM002-17SA
11201921303,DB2BCL0306-15SA
11201921303,DB9BCJ0204-15SA
11201921303,DB2BCN0402-15SA
11201921303,DB4BCN0404-15SA
11201921303,DB2BCM0504-15SA
11015414,NAESTU023-17SA
11015414,NANHZ5016-15SA
11015414,NANHI5015-15SA
21042016,DAESHP022-14SB
21042016,DAESZR007-13SB
21042016,DAESHP019-13SB
21042016,DAESHR018-13SB
11092716,NA1MCTB001-17SA
11092716,NB2BIQ0602-15SA
11092716,NAESTA014-17SA
11201921518,DA3BCL0306-15SA
11201921518,DA7BCJ0204-15SA
11201921518,DA3BCN0402-15SA
11201921518,DA3BCN0404-15SA
11201721092,NA2ESTB018-17SB
11201721092,NA1ESTO016-17SB
11201721092,NA1ESTB010-17SB
11201721092,NAMCTC024-15SB
11201720242,DB2ESTO902-17SA
11201720242,DA1BIQ0602-15SA
11201720242,DAESTM008-17SA
11201720242,DAESTM016-17SA
11068614,NA1MCTA014-15SA
11068614,NANHI2049-13SA
11068614,NA2MCTA027-17SA
21059915,NA1ESTB002-17SB
21059915,NA1BIS0003-15SA
21059915,DA4BCN0404-15SA
21059915,NBESTO012-17SB
11201920640,NA2BIS0003-15SB
11201920640,NABHO1335-15SB
11201920640,NABHO1101-15SB
11201920640,NABHO0001-15SB
11201920640,NABHP0202-15SB
11201811242,DA2ESTU026-17SA
11201811242,DA1ESTU004-17SA
11201811242,NA1BCK0103-15SA
11201811242,NB3BCN0402-15SA
11201811242,DAESTU029-17SA
11201811242,DA1ESTU032-17SA
21082514,NAESTO008-17SB
21082514,NABHS0001-15SB
21082514,NBESTO012-17SB
21082514,NA1ESTI003-17SB
21055415,NANHH2085-16SB
21055415,NANHH2016-13SB
21045914,NA1BIS0003-15SB
21045914,DAESHP022-14SB
21045914,DA1BIN0406-15SB
11201812367,DAESTU025-17SA
11201812367,NAESTU023-17SA
11201812367,NS9BCJ0204-15SA
11201812367,NA3BCN0402-15SA
11201812367,NA3BCN0404-15SA
11201921421,DA3BCL0306-15SA
11201921421,DA7BCJ0204-15SA
11201921421,DA2BCN0402-15SA
11201921421,DA4BCN0404-15SA
11201921421,DA2BCM0504-15SA
11007912,NAESZG031-17SB
11007912,NA3ESTO004-17SB
11007912,NAESTG020-17SB
11007912,DAESTG019-17SB
21038915,DA2BIS0005-15SA
21038915,DA1BIJ0207-15SA
21038915,DA1BIS0003-15SA
21038915,NA1BIK0102-15SA
21038915,DA1BIL0304-15SA
21038915,DA1BCN0402-15SA
21038915,DA1BCN0404-15SA
11201811626,DAESHP004-13SB
11201811626,DAESHP007-13SB
11201811626,DAESHP013-13SB
11201811626,DAESHP014-13SB
11201811626,DAESHP019-13SB
13201723222,NB5BCL0308-15SA
13201723222,NA1BIL0304-15SA
13201723222,NS4BCJ0204-15SA
13201723222,DC3MCTA028-15SA
11201810126,NA2BCL0308-15SA
11201810126,NA2BIQ0602-15SA
11201810126,NA1BCK0103-15SA
11201810126,NB2MCTA028-15SA
11026114,NA1ESTA002-17SB
11026114,NBESTO903-17SB
11026114,NA1ESTB022-17SB
11026114,NAESZB017-17SB
11201932565,NA2BCL0306-15SB
11201932565,NA3BCJ0204-15SB
11201932565,NA2BCN0402-15SB
11201932565,NA2BCN0404-15SB
11201932565,NA2BCM0504-15SB
21090016,NA1BIR0603-15SB
21090016,NAESZR002-13SB
21090016,NAESHR018-13SB
11057511,NAESTG004-17SB
11057511,NBESTG020-17SB
11057511,DAESTG019-17SB
11122116,DA2ESTO001-17SA
11122116,DAESTM008-17SA
11122116,DAESTM016-17SA
11122116,DAESTM002-17SA
21066313,DB1BIS0003-15SA
21066313,DS1BIK0102-15SA
11079616,NS3BCJ0204-15SB
11079616,NA2BCN0402-15SB
11201722349,DA2ESTA002-17SA
11201722349,DAESTI005-17SA
11201722349,DAESTI003-17SA
21074215,DAESZP045-13SB
11053912,NAESTG004-17SB
11053912,DAESTG008-17SB
11053912,NA3ESTO004-17SB
11201920201,DA2BCL0306-15SA
11201920201,DA2BCJ0204-15SA
11201920201,DA4BCN0402-15SA
11201920201,DA1BCN0404-15SA
11201920201,DA3BCM0504-15SA
11066512,DAMCTD018-18SA
21080714,DB2MCTB001-17SA
21080714,NABHS0001-15SB
11201721284,DA1NHT1053-15SA
11201721284,DA1BIQ0602-15SA
11201721284,DANHZ6010-18SA
11201721284,DANHZ6007-18SA
11111009,NAESTU020-17SA
11201810454,NAESZP045-13SB
11201810454,NA1BIJ0207-15SB
11201810454,NA1ESTO013-17SB
11201810454,NB3BCN0402-15SB
11201810454,NAESHR018-13SB
11028811,NA1ESTB010-17SB
11028811,NA1ESTO012-17SB
11028811,DANHZ4035-15SA
11036910,NAESTS016-17SB
11036910,NB2ESTO012-17SB
11036910,DAESTA008-17SB
11036910,NA1ESTS010-17SB
21038411,NAMCTB001-17SB
21071015,NAMCTB009-17SB
21071015,DA1ESTA002-17SB
21071015,DFESTO903-17SB
21071015,NAESTO008-17SA
11201920249,DA2BCL0306-15SA
11201920249,DA4BCN0402-15SA
11201920249,DA4BCN0404-15SA
11201920249,DA1BIN0406-15SA
21049615,DAESHC030-17SB
21049615,DAESHC034-17SB
21049615,DAESHC014-17SB
21049615,NA1BCN0402-15SB
21049615,DAESHC039-17SB
11099112,DANHZ5021-16SA
11099112,DANHZ5020-15SA
21031515,NAESHT003-17SB
21031515,DAESHC008-17SB
21031515,DAESHC028-17SB
11201722380,NAESHT007-17SA
11201722380,NANHT3013-13SA
11201722380,NAESTA006-17SA
11201722380,NA1ESTA013-17SA
11201722380,NB1MCTA028-15SA
11201722380,NA3ESTI003-17SA
11201811583,NA3BCL0308-15SB
11201811583,NA1BIR0603-15SB
11201811583,NA1BIK0102-15SB
11201811583,DA1BCN0402-15SB
11201811583,DA2BCN0404-15SB
11201811583,NA1BIN0406-15SB
11201721592,DA2MCTA002-17SA
11201721592,DAMCTA004-17SA
11201721592,DA1MCTA037-17SA
11201721592,DA1MCTA014-15SA
11201721592,DAMCTA027-17SA
11005715,NAESZG031-17SB
11005715,DAESZG041-17SB
11005715,DA2ESTO004-17SB
11005715,DAESZB021-17SB
11005715,DANHI5011-13SB
11005715,NBESTG022-17SB
11201722456,NA3BCJ0204-15SA
11201722456,NA1BCN0402-15SA
11201722456,NA2ESZI014-17SA
11201722456,NA2MCTA027-17SA
11201921037,DB1BCL0306-15SA
11201921037,DB9BCJ0204-15SA
11201921037,DB2BCN0402-15SA
11201921037,DB4BCN0404-15SA
11201921037,DB3BCM0504-15SA
21031315,DAESTS015-17SB
21031315,NAESTS007-17SB
21031315,DAESTA008-17SA
11201723118,DA6BCL0308-15SA
11201723118,DAMCTB009-17SA
11201723118,DA1BIR0603-15SA
11201723118,DA1ESTO902-17SA
11201723118,DANHZ5014-15SA
11047616,NBMCTB009-17SA
11047616,NA1BCN0405-15SA
11047616,NBESTO012-17SB
11047616,NBESTA014-17SA
21056313,NAESTG020-17SB
11115114,NAESTM014-17SA
11115114,NAESTO008-17SA
11115114,NAESTM019-17SA
11201921602,NB1BCL0306-15SA
11201921602,NB6BCJ0204-15SA
11201921602,NB2BCN0402-15SA
11201921602,NB4BCN0404-15SA
11201921602,NB2BCM0504-15SA
11201722172,NS2BCJ0204-15SB
11201722172,DB3BCN0402-15SA
11201722172,DB2BCN0404-15SA
11201921608,NA1BCL0306-15SA
11201921608,NA6BCJ0204-15SA
11201921608,NA2BCN0402-15SA
11201921608,NA4BCN0404-15SA
11201921608,NA2BCM0504-15SA
11019211,NA1ESTU024-17SA
11019211,NAESTU029-17SA
11019211,NAESTU037-17SA
11019211,NAESTU020-17SA
11201722745,DAESHC030-17SB
11201722745,NB2BCN0402-15SB
11201722745,NAESHR026-14SB
11201722745,NAMCZC016-15SB
21057216,DANHZ5020-15SA
21057216,DANHZ1094-19SA
21057216,DANHT3013-13SA
21057216,DANHT3028-15SA
21057216,DA1NHT5013-15SA
21057216,DAMCZD005-18SA
11201920737,NA1BCL0306-15SB
11201920737,NA2BCJ0204-15SB
11201920737,NA1BCN0402-15SB
11201920737,NA1BCN0404-15SB
11201920737,NA1BCM0504-15SB
11064816,DB1BIR0603-15SA
11064816,DANHI5011-13SA
11064816,DA1NHT5013-15SA
11107112,NA2ESTO016-17SB
11107112,DAESTG017-17SB
11201920437,NB1BIS0003-15SB
11201920437,NABHO1335-15SB
11201920437,NABHO1101-15SB
11201920437,NABHO0001-15SB
11201920437,NABHP0202-15SB
11201722786,NAESHR022-14SB
11201722786,DA1BIS0003-15SB
11201722786,NAESZR002-13SB
11201722786,NAESHR007-14SB
11201722786,NAESHR011-13SB
11201722786,NAESHR017-13SB
11062613,NAESTA008-17SB
11062613,NA1ESTS010-17SB
11201722142,NANHZ4004-15SA
11201722142,NB2ESTO903-17SA
11201722142,NS3BCJ0204-15SA
11201722142,NA3BCK0103-15SA
11201722142,NAESZU036-17SA
11201722142,NANHZ5015-09SA
11102714,NA1ESTO013-17SA
11102714,NAESTA006-17SA
11102714,NA4ESTI003-17SA
11201921239,NB1BCL0306-15SB
11201921239,NB2BCJ0204-15SB
11201921239,NB1BCN0402-15SB
11201921239,NB1BCN0404-15SB
11201921425,NA3BCJ0204-15SA
11201921425,NB1BCN0402-15SA
11201921425,NB2BCN0404-15SA
11201920891,DA1BIS0003-15SB
11201920891,DABHO1335-15SB
11201920891,DABHO1101-15SB
11201920891,DABHO0001-15SB
11201920891,DABHP0202-15SB
11117213,NAESTI017-17SA
11117213,NB5MCTA028-15SA
11201822544,DA3BCL0308-15SB
11201822544,DBMCTB009-17SA
11201822544,NA5BCJ0204-15SB
11201822544,NAESTS003-17SB
11201822544,DCBIN0406-15SB
11201822544,DC1ESTO006-17SB
11201811085,DBMCTB001-17SA
11201811085,DA1BIR0004-15SA
11201811085,DA2BCL0308-15SA
11201811085,NAMCTB009-17SA
11201811085,DA2BCK0103-15SA
11066814,NA1MCTA002-17SA
11066814,NAMCTA004-17SA
11066814,NA4MCTA037-17SA
11066814,NAMCTA027-17SA
11201921120,DBESTO013-17SA
11201921120,DS5BCJ0204-15SA
11201921120,DA3BCN0404-15SA
11201921120,DA1BIN0406-15SA
11201921945,DB2BCL0306-15SA
11201921945,DB9BCJ0204-15SA
11201921945,DB2BCN0402-15SA
11201921945,DB4BCN0404-15SA
11201921945,DB3BCM0504-15SA
21011212,DAMCTB008-17SA
21011212,DAESTO903-17SB
21011212,DAESTO016-17SB
21060015,NAESTM004-17SA
21060015,NA3ESTO004-17SB
21060015,NAESTM009-17SA
11201721665,DA1ESTA002-17SA
11201721665,DAESTS015-17SB
11201721665,DAESTS001-17SB
11201721665,DANHZ6007-18SA
11201721665,DAESTI003-17SA
11201922324,NA1BCL0306-15SB
11201922324,NA3BCJ0204-15SB
11201922324,NA2BCN0402-15SB
11201922324,NA2BCN0404-15SB
11201922324,NA2BCM0504-15SB
11102515,DAESHC002-17SB
11102515,DAESTO903-17SB
11102515,DAESTO016-17SA
11102515,DAESTI017-17SA
11102515,DCESTO012-17SA
11102515,DABCS0002-15SA
11102515,DA1ESTI003-17SB
11108716,NB3BCL0308-15SA
11108716,NB3ESTO903-17SA
11108716,NS4BCJ0204-15SA
11108716,NAESZU035-17SA
11108716,NAESTU011-17SA
11201921047,DA1BCL0306-15SA
11201921047,DA6BCJ0204-15SA
11201921047,DA1BCN0402-15SA
11201921047,DA1BCN0404-15SA
11201920299,NB3BCL0306-15SA
11201920299,NB4BCJ0204-15SA
11201920299,NB2BCN0402-15SA
11201920299,NB4BCN0404-15SA
11201920394,NA1BCL0306-15SB
11201920394,NA2BCJ0204-15SB
11201920394,NA1BCN0402-15SB
11201920394,NA1BCN0404-15SB
11201812379,DAESHR022-14SB
11201812379,DAESHR006-13SB
11201812379,DAESHR007-14SB
11201812379,DAESHR026-14SB
11201812379,DAESHR011-13SB
11201722119,DBMCTB001-17SA
11201722119,DA2ESTO001-17SA
11201722119,DA1BIQ0602-15SA
11201722119,DAESTO008-17SA
11201922164,NA1BCL0306-15SB
11201922164,NA1BCN0402-15SB
11201922164,NA1BCN0404-15SB
11201922164,NA1BCM0504-15SB
21049516,NAESHP022-14SB
21049516,NAESHC030-17SB
21049516,NAESZC020-17SB
21049516,NAESHC032-17SB
21049516,NAESHC026-17SB
11201811713,NB1BIR0004-15SB
11201811713,NAESHR007-14SB
11201811713,NAESZP022-13SB
11201811713,NABHP0202-15SB
11201811713,DAESZP034-14SB
11201811713,NAESHT023-17SB
11201921264,NB2BIS0003-15SB
11201921264,NBBHO1335-15SB
11201921264,NBBHO1101-15SB
11201921264,NBBHO0001-15SB
11201921264,NBBHP0202-15SB
11201722670,NANHT1070-15SA
11201722670,NANHT1093-16SA
11201722670,NANHT1048-15SA
11201811883,DA1BCL0308-15SB
11201811883,NB1BIQ0602-15SA
11201811883,DABHQ0002-15SB
11201811883,NB3BCJ0204-15SB
11201811883,DB2BCN0402-15SB
11044414,DAESTG006-17SB
11044414,DAESZG040-17SB
11044414,DAESZG007-17SB
11044414,DAESTG019-17SB
11011914,NANHZ5020-15SA
11011914,NABHP0001-15SB
11011914,NA1BCK0103-15SA
11011914,NABHP0202-15SB
11201720966,NA2MCTB001-17SA
11201720966,NB1BIR0603-15SA
11201720966,NAESTA020-17SA
11201722423,DA1BCM0506-15SA
11201722423,DC3ESTO902-17SA
11201722423,NANHZ3084-15SA
11201722423,DAMCTD010-18SA
11201722423,DCESTO012-17SA
21009515,NA1MCTA002-17SA
21009515,NAMCTA004-17SA
21009515,NA4MCTA037-17SA
21009515,NB1ESTO902-17SA
21009515,NANHI2049-13SB
21065915,NABHP0001-15SB
21065915,DAESTO016-17SB
21065915,DAESZG041-17SB
21065915,DAESTG009-17SB
21065915,NABHP0202-15SB
11201723039,DAESHT005-17SB
11201723039,DAESHR004-13SB
11201723039,DAESHR008-13SB
11201723039,DAESHR025-14SB
11201723039,DABHS0001-15SB
11201723039,DAESHR017-13SB
11039416,NAMCTA004-17SA
11039416,NA4MCTA037-17SA
11039416,NA3MCTA028-15SA
11013915,DBNHZ3086-15SA
11013915,DANHZ5020-15SA
