ra,turma
11072415,NAMCTB020-17SA
11072415,NAMCTB025-13SA
11201811681,DAESZR006-13SB
11201811681,DAESHR002-13SB
11201811681,DAESHR023-14SB
11201811681,DAESHR014-13SB
11201810158,DAESHC016-17SB
11201810158,DAESHC018-17SB
11201810158,DA2BCN0407-15SB
11201810158,DA1MCTC014-13SB
11201810158,DAMCZC011-15SB
11030210,DANHT1049-15SA
11074711,NA3ESTA001-17SA
11074711,DBESZI013-17SA
11074711,NAESTA022-17SA
21058312,NA1MCTA001-17SA
21058312,NA1MCTC014-13SB
21058312,NAESZI034-17SA
21058312,NA1MCTA023-17SA
11201812377,NB1BIR0004-15SA
11201812377,DA2ESTO001-17SB
11201812377,NA2ESTO903-17SA
11201812377,NB2BCJ0205-15SA
11201812377,NS1BCK0103-15SA
11201812377,DAESTO011-17SB
11201812377,NA1BCS0002-15SA
11201720280,DB2BIR0603-15SA
11201720280,DB8BCJ0205-15SA
11201720280,DS1BCK0103-15SA
11201720280,NA2BCN0407-15SA
11201720280,DA2BCM0505-15SA
21049115,DAESHC036-17SB
21049115,DAESHC038-17SB
21049115,DA1ESHC017-17SB
21049115,NA1MCTC014-13SB
11201811599,DBMCTB009-17SA
11201811599,DB2MCTB010-13SA
11201811599,DABCN0402-15SA
11201811599,DA1BCK0104-15SA
11201811599,DANHT3044-15SA
21073216,NAESHR001-13SB
21073216,NAESHP005-13SB
21073216,NAESZR002-13SB
21073216,NAESHR003-13SB
11201720682,NAESTE004-17SA
11201720682,DA1ESTE019-17SA
11201720682,NAESTE024-17SA
11201720682,DC1ESTO012-17SA
11201720682,NAESZE100-17SA
11201720682,NA1ESTE014-17SA
11201920227,NC4BCJ0205-15SB
11201920227,NA2BCN0407-15SB
11201920227,NA2BCM0505-15SB
11201920227,NA2BCL0307-15SB
11108914,NA4MCTA001-17SA
11108914,NABHQ0002-15SA
11108914,NS2BCK0103-15SA
11108914,NA2BCS0002-15SA
11108914,NA1MCZA030-17SA
11037612,NA2NHT1002-15SB
11037612,NAMCTC023-15SB
11037612,NAMCTC019-15SB
11042815,DA1ESTA004-17SA
11042815,NA3ESTA001-17SA
11042815,NC2ESTO903-17SA
11042815,NB3BCJ0205-15SB
11042815,DS4BCK0103-15SA
11042815,NB3BCK0104-15SA
11201812210,NA3MCTA001-17SA
11201812210,NB1BIR0004-15SA
11201812210,NAMCTB009-17SA
11201812210,NB2BCK0104-15SA
11021616,NAMCTB009-17SA
11021616,NA4ESTO001-17SA
11021616,NA2NHI5001-15SA
11021616,NB1BCS0002-15SA
11021616,NAESTU033-17SA
11047312,NA1MCTA001-17SA
11047312,NBNHZ5020-15SA
11047312,NA2MCTB019-17SA
11201921783,DB8BCJ0205-15SA
11201921783,DB3BCN0407-15SA
11201921783,DB2BCM0505-15SA
11201921783,DB3BCL0307-15SA
11201920811,DA1NHZ3087-15SA
11201920811,DA6BCJ0205-15SA
11201920811,DA2BCN0407-15SA
11201920811,DA1ESTO005-17SA
11201920811,DA5BCM0505-15SA
11201920811,DA3BCL0307-15SA
11045711,NA1MCTA001-17SA
11045711,NA1MCTB010-13SA
11045711,NAESTA016-17SA
11045711,NB1ESTO012-17SA
11045711,NAESTO014-17SA
11019512,NAESTG019-17SB
11046611,DAESTG002-17SB
11046611,NAESZP015-13SB
11046611,DA2ESTO004-17SA
11046611,DAESTG013-17SB
11046611,DAESZG007-17SB
11056816,NA1MCTA033-15SA
11056816,NA3MCTB019-17SA
11056816,NA2MCTA026-13SA
11001515,NA1ESTM014-17SA
11001515,NAESZM022-17SA
11001515,NA1ESTO004-17SA
11001515,DAESTM010-17SA
11092912,NAMCTD016-18SA
21012710,DANHH2007-13SB
21012710,NAESHR903-18SB
11080811,NAESTO014-17SA
11201720830,NANHT1002-15SA
11201720830,NAESTU005-17SA
11201720830,NB2ESTO006-17SA
11201720830,NB5BCM0505-15SA
11027416,NAESTB019-17SB
11027416,DANHZ1009-15SA
11027416,NAMCZC007-15SB
11027416,DA1BIQ0602-15SA
11027416,NAMCZC016-15SB
11027416,DAMCZA030-13SB
11201722576,DAESTS016-17SB
11201722576,DA1BCL0308-15SB
11201722576,DAESTS019-17SB
11201722576,DB1ESTO013-17SB
11201812090,DA1MCTA001-17SA
11201812090,NB1BIR0603-15SA
11201812090,DA2MCTA006-17SA
11201812090,DABCN0402-15SA
11201812090,NA2BCK0104-15SA
11201812090,NA3MCTB019-17SA
11201722233,NS1BIK0102-15SA
11201722233,NA2BCJ0204-15SA
11201722233,NABCN0402-15SA
21015213,NAESTI010-17SA
11201722547,DAMCTB009-17SB
11201722547,NA1BIR0603-15SB
11201722547,DS1BCK0103-15SB
11201722547,DA1BCK0104-15SB
11201722547,NAESTS003-17SB
11201811595,DA1BCJ0204-15SA
11201811595,DB1BCJ0205-15SA
11201811595,DABCN0402-15SA
11201811595,DB1BCM0505-15SA
11201920853,DB1NHZ3087-15SA
11201920853,NB4BCJ0205-15SA
11201920853,DA1BCN0402-15SA
11201920853,NB1BCN0407-15SA
11201920853,NAMCTD010-13SA
11201920853,NB3BCL0307-15SA
11035516,NA2MCTA033-15SA
11035516,NA1MCTA015-13SA
11035516,NA2MCTA026-13SA
11035516,NA1MCZA030-17SA
11201811611,DAESZG013-17SB
11201811611,DAESHC016-17SB
11201811611,DA2BCN0407-15SB
11201811611,DA2MCTC014-13SB
11201811611,DABHP0201-15SB
21092515,NAESZC028-17SB
21092515,NB3BCJ0205-15SB
21092515,NA1BCK0104-15SB
11201822444,NA2BCL0308-15SA
11201822444,NB1BCJ0205-15SA
11201822444,NA1BCK0104-15SA
11201822444,DAMCTC002-15SA
11201822444,DA1ESTO006-17SB
21017615,NAESZG038-17SB
21017615,NAESTG006-17SB
21017615,NAESTG011-17SB
21017615,NAESTG008-17SB
21017615,NAESTG019-17SB
11201822515,NAESHT006-17SB
11201822515,NABCN0402-15SB
11201822515,NABHQ0001-15SB
11201822515,NA3MCTC014-13SB
11201920991,NA1BIR0004-15SA
11201920991,NA7BCJ0205-15SA
11201920991,NA3BCN0407-15SA
11201920991,NA7BCM0505-15SA
11108714,NA1MCTB010-13SB
11108714,NAESTE024-17SA
11108714,DANHT1065-15SA
21076014,NAESZE097-17SA
21076014,NAESZE111-17SA
21076014,NAESTO014-17SA
21012312,NANHI5002-15SB
11201810674,DB1MCTB010-13SA
11201810674,NA1BCK0104-15SA
11201810674,DANHT3068-15SA
11201810674,DBNHT3044-15SA
11201810674,DA1NHT3049-15SA
11201812102,DAESHP023-14SB
11201812102,DAESHP024-14SB
11201812102,DAESZP039-14SB
11201812102,DAESHP029-14SB
21017716,DA1ESHP016-13SB
21017716,DAESHP020-13SB
13201812340,DAESHR001-13SB
13201812340,DAESHP005-13SB
13201812340,DAESHR014-13SB
11097516,NAESHP005-13SB
11097516,NAESTO011-17SB
11097516,NABHO0001-15SB
11097516,NAESTB015-17SB
11097516,NAESTB009-17SB
11097516,DBESTU021-17SB
11201811536,DB1BIR0004-15SA
11201811536,NA1BCL0306-15SB
11201811536,DAESTA001-17SB
11201811536,NB6BCM0505-15SA
11022912,DANHT1002-15SA
11022912,NA1NHI5001-15SA
11022912,NA2ESTE020-17SA
11022912,NAESTO015-17SB
11201921468,NB6BCJ0205-15SA
11201921468,DA1BCN0407-15SA
11201921468,NB3BCM0505-15SA
11201921468,DC1BCL0307-15SA
11201811790,NA1BIS0005-15SB
11201811790,NA1BIR0004-15SB
11201811790,NA2NHT1002-15SB
11201811790,NB1BIR0603-15SB
11201811790,NAMCZA030-13SB
11089315,DB1MCTB010-13SA
11089315,NAMCTD023-18SA
11089315,DAMCTD009-18SA
11089315,DANHT3068-15SA
11089315,DANHT3044-15SA
11050314,NA1ESTA001-17SA
11050314,NAESTA022-17SA
21007516,NA1BIQ0602-15SA
21007516,NA1BCK0104-15SA
21007516,NA1MCTA015-13SA
21007516,NA1MCTA022-17SA
11201722557,DA1ESTA004-17SA
11201722557,DA2ESTA001-17SA
11201722557,DA1ESTO012-17SA
11201722557,DA2ESTA014-17SA
11036212,DAESZE093-17SA
11201722975,NAMCTB006-13SA
11201722975,DB2MCTB010-13SA
11201722975,NA1MCTB019-17SA
11201811529,NB1BIR0603-15SB
11201811529,NAMCZC004-15SB
11201811529,NB2BCM0505-15SB
11201932474,DA4BCJ0205-15SA
11201932474,NA3MCTB019-17SA
11201932474,DA1BCM0504-15SA
11201932474,DA1BCM0505-15SA
11201932474,DA1BCL0307-15SA
11201810039,NAESZR006-13SB
11201810039,NAESHR002-13SB
11201810039,NA2ESHP016-13SB
11201810039,DAESHR014-13SB
21086115,NAESHP023-14SB
21086115,NA2BHS0001-15SB
21086115,DBESTU021-17SB
11035716,NA1MCTB010-13SB
11035716,DAESTM003-17SA
11035716,NBESTM002-17SA
11042911,NAESTG011-17SB
11201920400,DA3BCJ0205-15SB
11201920400,DA1BCN0407-15SB
11201920400,DA1BCM0505-15SB
11201920400,DA1BCL0307-15SB
11017415,NAESTB004-17SB
11017415,NAESTB019-17SB
11017415,NB1ESTO903-17SA
11017415,NABHO0001-15SB
11017415,NA1ESTO012-17SA
11017415,NAESTB009-17SB
11017415,NB1BCS0002-15SB
11201920952,DB1BIS0005-15SB
11201920952,DA1BIR0004-15SA
11201920952,DA2NHT1002-15SB
11201920952,NC3BCJ0205-15SB
11201920952,NA2BCN0407-15SB
11201920952,NA2BCL0307-15SB
11201722471,DA2BCL0308-15SA
11201722471,DAMCTB009-17SB
11201722471,DA1ESTO001-17SA
11201722471,DAESZA007-17SB
11201722471,DA3BCJ0204-15SA
11201722471,DA1BCS0002-15SB
11201810536,NAESHP005-13SB
11201810536,NAESHP023-14SB
11201810536,NA1ESHT008-17SB
11201810536,DAESHP024-14SB
21047912,NAESHP024-14SB
21047912,NAESHP029-14SB
11087014,NA1BIQ0602-15SA
11087014,NAESZE025-17SA
11087014,NA3BCK0104-15SA
13201812297,DANHH2033-13SB
13201812297,DBESTU021-17SB
11201921074,DA1BIS0005-15SB
11201921074,DABIQ0602-15SB
11201921074,DABHQ0002-15SB
11201921074,DABHP0001-15SB
11201921074,DABHQ0301-15SB
11201810862,DB1BIR0004-15SA
11201810862,DB1BCJ0205-15SA
11201810862,DB1BCN0407-15SB
11201810862,DAMCZA032-17SA
11097214,DAESTG001-17SB
11097214,DAESTG003-17SB
11097214,DS4BCK0103-15SA
11201722345,NA3BCN0407-15SA
11201722345,NA1BCK0104-15SA
11201722345,DA1BCS0002-15SA
11087914,DAESHT025-17SB
11087914,DAESTU039-17SB
11087914,DAESHT024-17SB
21011215,NIESTS016-17SB
21011215,NAESTS005-17SB
21011215,NAESZG013-17SB
21011215,NB1ESTA014-17SA
11201921111,DA2BIS0005-15SB
11201921111,NS1BIK0102-15SA
11201921111,DABIQ0602-15SB
11201921111,DABHQ0002-15SB
11201921111,DABHP0001-15SB
11201921111,DABHQ0301-15SB
21017115,NABHQ0003-15SB
21017115,NA2BHS0001-15SB
21017115,NABHP0201-15SB
11201720348,DAMCZA035-17SA
11201720348,NA2BCL0308-15SA
11201720348,NA2ESTO006-17SA
11201720348,DSBCM0505-15SA
11201721224,NBESHC016-17SB
11201721224,NA2BCN0407-15SB
11201721224,NAESHC019-17SB
11201721224,NA1MCTC014-13SB
11201721224,NAESHC024-17SB
11201922235,NA7BCJ0205-15SA
11201922235,NA3BCN0407-15SA
11201922235,NA4BCM0505-15SA
11201922235,NA1BCL0307-15SA
11201811437,DAESHP005-13SB
11201811437,DAESHP023-14SB
11201811437,DA1ESHT008-17SB
11201811437,DAESHP024-14SB
11113515,DAESZB024-17SB
11113515,NS2BCK0103-15SB
11113515,NA2BCN0407-15SB
11113515,NAESHR026-14SB
11113515,NAESTB009-17SB
11201920425,NBBCN0402-15SA
11201920425,NB4BCM0505-15SA
21071615,DAESHR003-13SB
21071615,DAESZP029-13SB
21071615,DAESZP039-14SB
11201920550,NB2BIR0603-15SA
11201920550,NA1BIQ0602-15SA
11201920550,NB2BCM0505-15SA
11201811349,NA2MCTA006-17SA
11201811349,NA2BCN0407-15SA
11201811349,NB1BCN0404-15SA
11201811349,NA2MCTA022-17SA
21000315,NIESTS016-17SB
21000315,NAESTS005-17SB
21000315,NAESTA020-17SA
21000315,NDESTA019-17SA
21000315,NB1ESTA014-17SA
21000315,NAESTU021-17SA
11014416,DANHZ1074-15SA
11014416,DA1MCTB010-13SA
11014416,DB2ESTO903-17SA
11014416,DAESTO016-17SA
11014416,DB1BCK0104-15SA
11201921174,NA1BCJ0204-15SB
11201921174,NBBCN0402-15SB
11201921174,NABCN0404-15SB
11201811413,DA4MCTA006-17SA
11201811413,DA1MCTB019-17SA
11201920964,DB6BCJ0205-15SA
11201920964,DB1BCN0407-15SA
11201920964,DB3BCM0505-15SA
11201920964,DB3BCL0307-15SA
11201722889,NB2BIR0603-15SA
11201922388,NA3BCJ0205-15SA
11201922388,NA1BCN0407-15SA
11201922388,NA9BCM0505-15SA
11201922388,NC2BCL0307-15SA
11201810954,NA1BIR0603-15SA
11201810954,NB3BCM0505-15SA
11201810954,NA3MCTA022-17SA
11201811927,DAESHT002-17SB
11201811927,NAESHP005-13SB
11201811927,NAESHR002-13SB
11201811927,DBESHR003-13SB
11201811927,NAESHR023-14SB
11201811927,NAESHR014-13SB
11201811927,DAESHP020-13SB
11201920388,DBNHZ3087-15SB
11201920388,NB3BCJ0205-15SB
11201920388,NCBCN0402-15SB
11201920388,DB2BCM0505-15SB
11201811265,DANHZ1074-15SA
11201811265,DA1BIR0004-15SB
11201811265,NA3BCL0308-15SA
11201811265,NS3BCK0103-15SA
11201811265,DAESTO011-17SA
11201811265,DA2BCK0104-15SA
11201811265,DAESTO005-17SA
11201811265,DA1ESTO012-17SA
21000416,DAESHC038-17SB
21000416,DAESHC019-17SB
21000416,DAESHR019-13SB
21000416,DAESHP020-13SB
21000416,DAESZC024-17SB
11026415,NAESTG007-17SB
11026415,NAESZG018-17SB
11026415,NAESTG008-17SB
11026415,NAESZG041-17SB
11026415,DAESTG013-17SB
21081713,NAESHP023-14SB
21081713,NAESHP024-14SB
21081713,NAESHP025-14SB
11201722853,DA1BIR0004-15SA
11201722853,DA1MCTB010-13SA
11201722853,NB1ESTO013-17SB
11201722853,DA3BCK0104-15SA
11201722853,DC1ESTO006-17SA
11201722853,DAESTO015-17SA
21035715,DAESHC036-17SB
21035715,DB1ESTO013-17SB
21035715,NBESHC016-17SB
21035715,NABCN0402-15SB
21035715,NA1MCTC014-13SB
21035715,NAESHC024-17SB
11032216,DAESTA005-17SA
11032216,DA1ESTA004-17SA
11032216,DA2ESTA001-17SA
11032216,NAESTA006-17SA
11032216,DA1ESTO012-17SA
11032216,DA3BCS0002-15SA
11032216,DA2ESTA014-17SA
21063814,NB1BIS0005-15SB
21063814,NAESZP015-13SB
21063814,NABHQ0003-15SB
21063814,NABHP0201-15SB
11201722192,NA1BIR0004-15SB
11201722192,NABHQ0002-15SB
11201722192,NABHO0001-15SB
11201722192,NAESHP024-14SB
11201812241,DA1BIR0004-15SA
11201812241,DB2BIR0603-15SA
11201812241,DA3BCK0104-15SA
11201812241,DB1BCM0505-15SA
13201723149,NA1BCL0308-15SA
13201723149,NB1BCJ0204-15SA
11201721937,NAESTB019-17SB
11201721937,DB1ESTO013-17SB
11201721937,DA2ESTO903-17SA
11201721937,DAESTO008-17SA
11201721937,DBESTO017-17SA
11201721937,DAESTB020-17SB
11201721937,DAESTB015-17SB
11115815,DA1MCTB010-13SA
11115815,NANHZ4061-15SA
11115815,DAESTO015-17SA
11115815,NAESTO014-17SA
11201921743,DA3BIS0005-15SB
11201921743,DABIQ0602-15SB
11201921743,DABHQ0002-15SB
11201921743,DABHP0001-15SB
11201921743,DABHQ0301-15SB
21013313,NAESZG018-17SB
21013313,DAESTG024-17SB
21015415,NAESZS012-17SB
21015415,NAESZS034-17SB
21015415,DAESTS006-17SB
21015415,NA1ESTS011-17SB
11010316,NA3MCTB010-13SB
11010316,DBESTM014-17SA
11010316,DAESTM001-17SA
11010316,DAESTO016-17SA
11010316,NA4BCS0002-15SA
11010316,DAESTM010-17SB
11010316,DAESZM033-17SA
11201921846,DAESZG013-17SB
11201921846,DA2BCN0407-15SB
11201921846,DBESTO005-17SA
11201921846,DA3BCL0307-15SB
21010215,DANHT1053-15SB
21010215,DAESTB027-17SB
21010215,NA1ESTB025-17SB
21010215,NAESTB020-17SB
21010215,DAESZB010-17SB
21010215,DAESZB016-17SB
11026015,DAESTG002-17SB
11026015,DAESTG016-17SB
11026015,DAESTG021-17SB
11026015,DAESTG024-17SB
11096014,DAMCTB001-17SA
11096014,DA1ESTO004-17SA
11201920163,DB6BCJ0205-15SA
11201920163,DB3BCN0407-15SA
11201920163,DCESTO005-17SA
11201920163,DSBCM0505-15SA
11201920163,DB2BCL0307-15SA
11201720136,DA1MCTA033-15SA
11201720136,DAMCZA019-17SA
11201720136,DA1MCTA023-17SA
11201720136,DA1MCTA026-13SA
11201921773,DB8BCJ0205-15SA
11201921773,NA1BCN0407-15SB
11201921773,DB3BCM0505-15SA
11201921773,NA3BCL0307-15SB
11201721347,DAESTS019-17SB
11201721347,NA2ESTA003-17SA
11201721347,NAESTS017-17SB
11201721347,NBESTO014-17SA
11201921676,DB7BCJ0205-15SA
11201921676,DABCN0402-15SA
11201921676,DB3BCN0407-15SA
11201921676,DB6BCM0505-15SA
11201921676,DB2BCL0307-15SA
11201721445,DAMCZB009-13SA
11201721445,DANHT3065-15SA
11201721445,DANHT3068-15SA
11201721445,DBNHT3044-15SA
11201721445,DA1NHT3049-15SA
11201721445,DB1BCS0002-15SA
11201722790,DAMCTB009-17SB
11201722790,NS2BCK0103-15SB
11201722790,DB2BCN0407-15SB
11201722790,NAESTG009-17SB
11201722790,DA1ESTO006-17SB
21084914,NA1BCK0104-15SA
21084914,NA3MCTB019-17SA
21084914,NB1ESTO006-17SA
21022615,DANHZ1027-15SA
21022615,DAESZB022-17SA
11201720540,DB3MCTA001-17SA
11201720540,DA1BCL0308-15SB
11201720540,DA4MCTA006-17SA
11201720540,DA2MCTB019-17SA
11201721346,DANHT1072-15SA
11201721346,DAESZG013-17SB
11201721346,NA3BCJ0205-15SA
11201721346,NS1BCK0103-15SB
11201721346,NA1NHT3049-15SA
11201721346,NANHT4051-15SA
11201721346,DAESZM033-17SA
11201810998,NAESHP005-13SB
11201810998,NAESZR002-13SB
11201810998,NAESHT006-17SB
11201810998,DBESZG013-17SB
11201810998,NBESHC018-17SB
11201810998,NAESHP023-14SB
11089016,NB2ESTO903-17SA
11089016,NA1ESTA013-17SA
11089016,NA1ESTA023-17SA
11089016,DC1ESTO012-17SA
11089016,NA2ESTI013-17SA
11089016,NAESTA022-17SA
21082216,NA2ESHC017-17SB
21082216,NAESTU039-17SB
21082216,NAESHP020-13SB
21082216,NAESHP029-14SB
11201932514,DABIQ0602-15SB
11201932514,DABHQ0002-15SB
11201932514,DABHP0001-15SB
11201932514,DA1BCN0402-15SB
11201932514,DABHQ0301-15SB
11201920714,DB1BIS0005-15SB
11201920714,NA4ESTA004-17SA
11201920714,DB1BIQ0602-15SB
11201920714,DBBHQ0002-15SB
11201920714,DBBHP0001-15SB
11201920714,NA2BCM0505-15SA
11201920714,DBBHQ0301-15SB
11201921837,NABCL0306-15SA
11201921837,NA1BCN0402-15SA
11201721252,DA1BCN0402-15SA
11201811249,NA1BCJ0204-15SB
11201811249,NAMCTC023-15SB
11201921251,NB2BCJ0205-15SA
11201921251,NB1BCN0407-15SA
11201921251,DSBCM0505-15SA
11201921251,NB6BCL0307-15SA
21071814,NA1ESTA004-17SA
21071814,NAESZE105-17SA
21071814,NAESTE024-17SA
21071814,NA1ESTO012-17SA
21071814,NAESZE113-17SA
11065713,NAESTE004-17SA
11065713,DANHH2012-13SB
11065713,DAESZG032-17SB
11065713,NA1ESTE014-17SA
11076115,NA1NHT1002-15SB
11076115,NA2MCTB010-13SB
11076115,NA4ESTA004-17SA
11076115,NAESTE036-17SA
11076115,NAESZI027-17SA
11076115,NAESHP025-14SB
11103813,NAESZE097-17SA
11103813,DAESZE093-17SA
11103813,DAESTE035-17SA
11103813,NAESZE109-17SA
11103813,NAESTE024-17SA
11103813,DAESZE096-17SA
11201920284,DA1BIR0004-15SA
11201920284,DA8BCJ0205-15SA
11201920284,DA1BCN0407-15SA
11201920284,NB3BCM0505-15SA
11201920284,NB6BCL0307-15SA
11085912,NA3ESTO011-17SA
11085912,NA1BCN0404-15SA
11038113,NA1MCTA033-15SA
11038113,DAMCTD009-18SA
11048715,DB1MCTA001-17SA
11048715,NA1MCTA033-15SA
11048715,DB2BCK0104-15SA
11048715,NA3MCTA022-17SA
11048715,NA1MCZA030-17SA
11201722248,DAESZS004-17SB
11201722248,DAESTS019-17SB
11201722248,NAESTS017-17SB
11201921700,DBNHZ3087-15SB
11201921700,DB2BCJ0205-15SB
11201921700,DB2BCN0407-15SB
11201921700,DB2BCM0505-15SB
21040216,DAESHR001-13SB
21040216,DAESHR003-13SB
21040216,DAESHP024-14SB
21040216,NAESHP025-14SB
21040216,NAESHP029-14SB
11009311,NAESTE024-17SA
11011416,NA2ESTA002-17SA
11011416,NA1ESTA023-17SA
11011416,NA1ESTO012-17SA
11011416,NBESTA019-17SA
11011416,NAESZI029-17SA
11201811325,DA4MCTA001-17SA
11201811325,NA1BCL0308-15SA
11201811325,NA2MCTA006-17SA
11201811325,NB2BCJ0204-15SA
11201811325,DA1MCZA030-17SA
11059615,DANHZ2031-11SA
11059615,NAESTE024-17SA
11059615,DC1ESTO012-17SA
11059615,DAESTE022-17SA
11059016,NA1BIQ0602-15SA
11059016,DS1BCK0103-15SA
11059016,NA1BCN0407-15SA
11059016,NA2ESTO011-17SA
11059016,NA2ESTO008-17SA
11059016,NBESTA019-17SA
11099513,DA1MCTB010-13SA
11099513,NAESTE025-17SA
11099513,NA2ESTE020-17SA
11099513,DA2ESTE027-17SA
11099513,NBESTA016-17SA
11043414,DA1ESTA004-17SA
11043414,DAESTI010-17SA
11043414,DA1ESTA001-17SA
11043414,DAESTI018-17SA
11053611,NAESZS003-17SB
11053611,NAESZS028-17SB
21050013,DA3MCTA001-17SA
21050013,DA1MCTA033-15SA
21050013,NA2MCTB019-17SA
21050013,NA2MCTA026-13SA
21050013,DA1MCZA030-17SA
11201920467,NABCN0402-15SA
11201920467,DSBCM0505-15SA
11201920467,NA6BCL0307-15SA
11031216,DAESTE028-17SA
11031216,DB2BCK0104-15SA
11031216,DA3BCS0002-15SA
11031216,DA1MCTA022-17SA
21072516,NBBCL0306-15SB
21072516,NAESHT006-17SB
21072516,NAESTU039-17SB
21072516,NAESHP020-13SB
11094916,NA3MCTA006-17SA
11094916,NAMCZA008-17SA
11094916,NA2BCK0104-15SA
11094916,NA1MCTB019-17SA
11094916,NA1MCZA030-17SA
21016215,DAESHP023-14SB
21016215,DAESHP029-14SB
21004615,NAESTS002-17SB
21004615,NA3MCTB010-13SB
21004615,NAESTS003-17SB
21004615,NAESTS017-17SB
11110113,NAESTB027-17SB
11110113,NAESTB020-17SB
11110113,DAESTB015-17SB
11116115,NA2MCTB010-13SB
11116115,NAESTM001-17SA
11116115,NAESTM006-17SA
11116115,NBESTM002-17SA
11047916,NA3BCL0308-15SA
11047916,DB2ESTO903-17SA
11047916,DA1BCN0402-15SB
11047916,DA1BCS0002-15SA
11017615,NA2MCTA001-17SA
11017615,NA1MCTB019-17SA
11201811456,NA1BIR0004-15SB
11201811456,NAESHR002-13SB
11201811456,NAESHR026-14SB
11201920917,NB3BCJ0205-15SA
11201920917,NB2BCN0407-15SA
11201920917,NB5BCL0307-15SA
11082415,NA1MCTA015-13SA
11082415,NA2MCTA023-17SA
11082415,NAMCZA050-17SA
11103315,NAMCTB001-17SA
11103315,NS3BCK0103-15SA
11103315,NB1BCN0402-15SA
11103315,NA1MCTA022-17SA
11103315,NAMCZA030-13SB
11201722599,NA1BIR0004-15SB
11201722599,NA1BCL0306-15SB
11201722599,NAESZP015-13SB
11201722599,NAMCZC016-15SB
11201921288,DABCL0306-15SA
11201921288,NA1BCN0402-15SA
11201921288,NBBCN0404-15SA
11201921288,NA1BCM0504-15SA
11075612,NA2MCTA001-17SA
11075612,NABCN0402-15SA
11075612,NA2ESTO008-17SA
11201722504,NA2ESTO008-17SA
11201921767,DB1BCK0104-15SA
11201921767,DA1NHT3049-15SA
11201921767,NANHT4055-15SA
11070414,DAESTG001-17SB
11070414,DAESTG003-17SB
11070414,NAESTG009-17SB
11070414,NBESTG017-17SB
11053215,NAESZG038-17SB
11053215,NAESTG006-17SB
11053215,NAESZG018-17SB
11053215,NAESTG010-17SB
11053215,NA1ESTO012-17SA
11201921632,NB2BCJ0205-15SA
11201921632,NB2BCN0407-15SA
11201921632,NB2BCM0505-15SA
11201921632,NB5BCL0307-15SA
11201810256,DB2MCTA001-17SA
11201810256,DA3MCTA006-17SA
11201810256,NB1ESTO013-17SB
11201810256,DAESTO016-17SA
11201810256,DA1BCK0104-15SB
11201810256,NA3MCTB019-17SA
11201810256,DC1ESTO006-17SA
11201932560,NA3BCJ0204-15SA
11201932560,NBBCN0404-15SA
11201932560,DA4BCL0307-15SA
21032912,NAESHC033-17SB
21032912,NAESHC038-17SB
21032912,NBESHC016-17SB
21032912,NA1BCN0407-15SB
21032912,NA1MCTC014-13SB
21085615,NA2ESHC017-17SB
21085615,NA1ESHP016-13SB
21085615,DAESZP029-13SB
21085615,NAESZP039-14SB
21085615,NAESHP029-14SB
11055615,NA2NHT1002-15SB
11055615,NAMCZC004-15SB
11055615,NB1ESTO016-17SB
11055615,DAESZB022-17SA
11055615,NA2MCTC014-13SB
11055615,DAESZB010-17SB
11068416,NA4ESTA004-17SA
11068416,NAESTE036-17SA
11068416,NAESTE029-17SA
11068416,DC1ESTO012-17SA
11068416,NDESTA019-17SA
11201921516,DA1BCJ0204-15SA
11201921516,NB1BCJ0205-15SA
11201921516,NBBCN0402-15SA
11201921516,NB5BCM0505-15SA
11050115,NAESTG019-17SB
21009014,NAESHR001-13SB
21009014,DAESHR002-13SB
21009014,DA1ESHP016-13SB
21009014,NAESHR012-13SB
21009014,DAESHR028-14SB
11201721908,NA1BIS0005-15SB
11201721908,NA1BIR0004-15SB
11201721908,NABHO0102-15SB
11201920808,DB1BCJ0205-15SB
11201920808,DB2BCN0407-15SB
11201920808,DB2BCM0505-15SB
11201920808,DB2BCL0307-15SB
11201721748,NA1NHT1002-15SB
11201721748,NAESTG009-17SB
11201721748,NA1ESTO008-17SA
11201721748,NA1ESTO017-17SA
11201721748,DBNHT1066-15SA
11046610,NAESTS007-17SB
11046610,DAESTS006-17SB
11046610,DC1ESTO012-17SA
11201811291,NABCL0306-15SA
11201811291,NB2BCJ0204-15SA
11201811291,NA1BCN0404-15SA
11201811291,NA1BCM0504-15SA
11201720510,NAESHR002-13SB
11201720510,DBESHR003-13SB
11201720510,NAESHR023-14SB
11201720510,DAESHR012-13SB
11201720510,NAESHR014-13SB
11201720510,DAESHR019-13SB
11201932518,NB1BCN0402-15SA
11201932518,NA1BCN0404-15SA
11201932518,NA1BCM0504-15SB
11069014,NA3ESTO001-17SA
11069014,NC1ESTO903-17SA
11069014,DS3BCK0103-15SA
11069014,NAESZU035-17SA
11069014,NA2ESTU006-17SA
11069014,NA1ESTO012-17SA
11069014,NAESTU015-17SA
11069014,NAESTU019-17SA
11069014,DBESTU021-17SB
21064612,NA1MCZA030-17SA
11005315,DA2ESTA004-17SA
11005315,DA1BCK0104-15SA
11005315,DAESTI004-17SA
11005315,DA1MCTA022-17SA
11005315,DAESTI008-17SA
21011312,NAESZG041-17SB
21011312,NAMCZC011-15SB
11201721405,NAMCTD009-18SA
11201721405,NA2MCTB019-17SA
11201721405,NA1MCTA022-17SA
11201721405,NA2MCTA026-13SA
